ticket_id,customer_id,ticket_date,account_age_days,num_prev_tickets,avg_response_time_prev,product_category,issue_type,priority,ticket_text,urgent_flag
T00251,C4337,2025-11-08 12:59:50,689,1,15.88,Groceries,Delivery,High,"I am experiencing an issue with the delivery of my groceries order. The package was marked as delivered, but I have not received it yet. Can you please assist me in resolving this matter?",0
T00252,C9465,2026-01-03 11:09:11,1608,1,2.05,Groceries,Refund,Low,"Subject: Urgent Assistance Required: Refund for Groceries Item Dear Support Team, I am writing to report an issue with my recent order for groceries. I received a damaged item and I would like to request a refund. Can you please assist me as soon as possible so that I may resolve this matter promptly? Thank you.",1
T00253,C9316,2025-10-06 18:31:09,846,1,25.73,Electronics,Product,Medium,"Title: Electronics Item Not Working Properly Dear support team, I am having trouble with an electronics item I purchased from your platform. The item is not functioning as expected and I was wondering if there is anything that can be done to resolve the issue. Thank you for your help.",0
T00254,C6494,2026-01-02 22:17:55,1444,2,37.06,Groceries,Delivery,Medium,"Subject: Delivery Issue - Groceries Dear Support Team, I have recently placed an order for groceries on your platform, and I am facing an issue with the delivery. The tracking information provided to me shows that the package has been delivered to my address, but I have not received the order. I kindly request your assistance in resolving this matter. Thank you and best regards, Ibrahim",0
T00255,C9667,2025-11-07 12:41:16,715,0,47.24,Electronics,Payment,High,"""My account is currently experiencing issues processing payment for a recent electronics purchase. The payment has been declined multiple times and I am unable to resolve the issue through the payment gateway's customer support. Please assist me in resolving this matter as soon as possible so I can receive my product.""",1
T00256,C1955,2025-10-07 08:43:54,327,0,9.74,Home,Payment,Low,Subject: Urgent Payment Issue for Home Item I am having difficulty making a payment for an item I wish to purchase from your store. The payment process keeps failing and I am extremely frustrated. Can someone please assist me in resolving this issue so that I can complete my purchase.,1
T00257,C1818,2025-11-16 05:33:31,1889,1,3.31,Groceries,Refund,High,"Subject: Urgent: Refund for Groceries item Dear support team, I recently purchased groceries on your platform and was charged for an item that I did not receive. I am writing this urgent ticket to request a refund for the missing item. I bought groceries on [Date of purchase] and the item in question was [Name of item]. I never received the item, despite receiving a confirmation email. This is my first time writing",1
T00258,C3591,2025-11-07 01:59:40,1227,2,2.05,Electronics,Product,Medium,"I'm extremely frustrated and need this resolved ASAP. The electronics item I purchased recently has stopped working suddenly and I'm unable to find any information online about how to fix it. Could you please assist me in resolving this issue as soon as possible? I'm sorry but I need a little bit more information from you. Can you please provide me with the model number or name of the product in question? Additionally, can you tell me what kind of issue",1
T00259,C2218,2025-12-25 19:28:07,34,1,17.24,Home,Delivery,Low,I have been waiting for my Home item delivery for over a week now. The tracking number provided on my order confirmation shows no movement whatsoever. I am extremely frustrated as I urgently need this item for my home and it's been causing me a lot of inconvenience. Can someone please help me resolve this issue immediately?,1
T00260,C3300,2025-10-06 21:01:47,34,1,23.76,Beauty,Payment,High,"""I am unable to make payment for a beauty item on your platform. I received an error message stating that my payment information is incorrect, but I have verified it multiple times. This is incredibly frustrating as I am trying to complete my purchase urgently.""",1
T00261,C3300,2025-11-25 18:29:03,967,1,15.58,Beauty,Refund,High,"Hi, I'm writing to inquire about a refund for a Beauty item that I purchased recently. I received the product in excellent condition, but I'm not satisfied with it. Could you please let me know the process for requesting a refund and if there's anything else I need to do? Thank you for your help.",0
T00262,C8624,2025-12-27 16:57:41,1994,2,18.89,Beauty,Delivery,High,"Subject: Delivery issue with Beauty product Dear Support, I hope this message finds you well. I recently purchased a beauty item from your platform and was excited to receive it. However, I noticed that the delivery date has been delayed, and I was wondering if there is an update on when I can expect my package. I would appreciate any assistance you can provide to help resolve this issue. Thank you, Sara",0
T00263,C9385,2025-11-26 12:15:51,34,1,27.64,Groceries,Refund,High,"""I purchased groceries on [Date] and my card was charged [Amount] for the order. However, I received a damaged item in the delivery, and upon contacting customer service, I was told that the refund process would take up to 7 days. I am extremely frustrated with this situation as I need the money back urgently to cover the cost of the damaged item. Could you please expedite the refund process and provide me with a confirmation of the same?""",1
T00264,C8975,2025-12-09 04:25:29,1516,0,19.87,Beauty,Product,Low,"""Hello, I recently purchased a Beauty item from your website and unfortunately it arrived damaged. I am extremely frustrated and would like this resolved as soon as possible."" ""Dear Sir/Madam, I have recently purchased a Beauty product from your website and unfortunately, it arrived damaged. I am extremely frustrated and would like this resolved as soon as possible. Can you please let me know what the next steps are to rectify this situation?""",1
T00265,C5886,2025-11-08 16:45:29,1541,1,2.05,Clothing,Payment,High,I have noticed that my payment for a Clothing item is not going through. The error message says 'Invalid Payment Information.' Could you please look into the issue and help me resolve it? Thank you.,0
T00266,C3560,2025-10-30 09:24:31,916,1,10.61,Electronics,Payment,High,"""I'm trying to make a payment for an Electronics item on your platform, but my card is being declined. I've tried several times and contacted my bank, but they haven't been able to resolve the issue. This is extremely urgent as I need the item for a project that's due tomorrow. Could you please help me resolve this as soon as possible?""",1
T00267,C5218,2025-11-11 14:15:01,695,0,6.91,Beauty,Refund,Medium,"""Hello, I recently purchased a Beauty item from your platform, but upon receiving it, I realized it was not the correct product. I would like to request a refund for this item. Thank you for your help.""",0
